ref,after,class,type,lemma,normalized,strong,number,gender,case,gloss,domain,ln,morph,unicode,id,wordOrder,LeafName,word,bookLong,bookNum,bookShort,chapter,verse,parents,Parent1Name,Parent1Type,Parent1Appos,Parent1Class,Parent1Rule,Parent1Role,Parent1Cltype,Parent1Unit,Parent1Junction,Parent1SN,Parent1WGN,Parent2Name,Parent2Type,Parent2Appos,Parent2Class,Parent2Rule,Parent2Role,Parent2Cltype,Parent2Unit,Parent2Junction,Parent2SN,Parent2WGN,Parent3Name,Parent3Type,Parent3Appos,Parent3Class,Parent3Rule,Parent3Role,Parent3Cltype,Parent3Unit,Parent3Junction,Parent3SN,Parent3WGN,Parent4Name,Parent4Type,Parent4Appos,Parent4Class,Parent4Rule,Parent4Role,Parent4Cltype,Parent4Unit,Parent4Junction,Parent4SN,Parent4WGN,Parent5Name,Parent5Type,Parent5Appos,Parent5Class,Parent5Rule,Parent5Role,Parent5Cltype,Parent5Unit,Parent5Junction,Parent5SN,Parent5WGN,Parent6Name,Parent6Type,Parent6Appos,Parent6Class,Parent6Rule,Parent6Role,Parent6Cltype,Parent6Unit,Parent6Junction,Parent6SN,Parent6WGN,Parent7Name,Parent7Type,Parent7Appos,Parent7Class,Parent7Rule,Parent7Role,Parent7Cltype,Parent7Unit,Parent7Junction,Parent7SN,Parent7WGN,Parent8Name,Parent8Type,Parent8Appos,Parent8Class,Parent8Rule,Parent8Role,Parent8Cltype,Parent8Unit,Parent8Junction,Parent8SN,Parent8WGN,Parent9Name,Parent9Type,Parent9Appos,Parent9Class,Parent9Rule,Parent9Role,Parent9Cltype,Parent9Unit,Parent9Junction,Parent9SN,Parent9WGN,junction,Parent10Name,Parent10Type,Parent10Appos,Parent10Class,Parent10Rule,Parent10Role,Parent10Cltype,Parent10Unit,Parent10Junction,Parent10SN,Parent10WGN,Parent11Name,Parent11Type,Parent11Appos,Parent11Class,Parent11Rule,Parent11Role,Parent11Cltype,Parent11Unit,Parent11Junction,Parent11SN,Parent11WGN,role,discontinuous,referent,person,tense,voice,mood,frame,subjref,Parent12Name,Parent12Type,Parent12Appos,Parent12Class,Parent12Rule,Parent12Role,Parent12Cltype,Parent12Unit,Parent12Junction,Parent12SN,Parent12WGN,Parent13Name,Parent13Type,Parent13Appos,Parent13Class,Parent13Rule,Parent13Role,Parent13Cltype,Parent13Unit,Parent13Junction,Parent13SN,Parent13WGN,Parent14Name,Parent14Type,Parent14Appos,Parent14Class,Parent14Rule,Parent14Role,Parent14Cltype,Parent14Unit,Parent14Junction,Parent14SN,Parent14WGN,Parent15Name,Parent15Type,Parent15Appos,Parent15Class,Parent15Rule,Parent15Role,Parent15Cltype,Parent15Unit,Parent15Junction,Parent15SN,Parent15WGN,Parent16Name,Parent16Type,Parent16Appos,Parent16Class,Parent16Rule,Parent16Role,Parent16Cltype,Parent16Unit,Parent16Junction,Parent16SN,Parent16WGN,Parent17Name,Parent17Type,Parent17Appos,Parent17Class,Parent17Rule,Parent17Role,Parent17Cltype,Parent17Unit,Parent17Junction,Parent17SN,Parent17WGN,Parent18Name,Parent18Type,Parent18Appos,Parent18Class,Parent18Rule,Parent18Role,Parent18Cltype,Parent18Unit,Parent18Junction,Parent18SN,Parent18WGN,Parent19Name,Parent19Type,Parent19Appos,Parent19Class,Parent19Rule,Parent19Role,Parent19Cltype,Parent19Unit,Parent19Junction,Parent19SN,Parent19WGN,Parent20Name,Parent20Type,Parent20Appos,Parent20Class,Parent20Rule,Parent20Role,Parent20Cltype,Parent20Unit,Parent20Junction,Parent20SN,Parent20WGN,Parent21Name,Parent21Type,Parent21Appos,Parent21Class,Parent21Rule,Parent21Role,Parent21Cltype,Parent21Unit,Parent21Junction,Parent21SN,Parent21WGN
1TH 3:13!23, ,prep,,μετά,μετά,3326,,,,with,089020,89.108,PREP,μετὰ,n52003013023,110153,w,μετὰ,I_Thessalonians,13,1Thess,3,13,12,wg,,,pp,PrepNp,,,,,,685,wg,,,np,NpPp,,,,,,680,wg,,,np,DetNP,,,,,,679,wg,,,pp,PrepNp,adv,,,,,678,wg,,,cl,V-O-O2-ADV-ADV-ADV,,,,,,669,wg,,,,DetCL,,,,,,668,wg,,,pp,PrepNp,adv,,,,,667,wg,,,cl,O-S-V-ADV-ADV-ADV,,,,,,653,wg,,,,Conj-CL,,,,,,652,,wg,,,,,,,,,,651,sentence,,,,,,,,,28,,,,,,,,,,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 3:13!24, ,adj,,πᾶς,πάντων,3956,plural,masculine,genitive,all,059003,59.23,A-GPM,πάντων,n52003013024,110154,w,πάντων,I_Thessalonians,13,1Thess,3,13,13,wg,,,np,All-NP,,,,,,686,wg,,,pp,PrepNp,,,,,,685,wg,,,np,NpPp,,,,,,680,wg,,,np,DetNP,,,,,,679,wg,,,pp,PrepNp,adv,,,,,678,wg,,,cl,V-O-O2-ADV-ADV-ADV,,,,,,669,wg,,,,DetCL,,,,,,668,wg,,,pp,PrepNp,adv,,,,,667,wg,,,cl,O-S-V-ADV-ADV-ADV,,,,,,653,,wg,,,,Conj-CL,,,,,,652,wg,,,,,,,,,,651,,,,,,,,,,sentence,,,,,,,,,28,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 3:13!25, ,det,,ὁ,τῶν,3588,plural,masculine,genitive,the,092004,92.24,T-GPM,τῶν,n52003013025,110155,w,τῶν,I_Thessalonians,13,1Thess,3,13,14,wg,,,np,DetNP,,,,,,687,wg,,,np,All-NP,,,,,,686,wg,,,pp,PrepNp,,,,,,685,wg,,,np,NpPp,,,,,,680,wg,,,np,DetNP,,,,,,679,wg,,,pp,PrepNp,adv,,,,,678,wg,,,cl,V-O-O2-ADV-ADV-ADV,,,,,,669,wg,,,,DetCL,,,,,,668,wg,,,pp,PrepNp,adv,,,,,667,,wg,,,cl,O-S-V-ADV-ADV-ADV,,,,,,653,wg,,,,Conj-CL,,,,,,652,,,,,,,,,,wg,,,,,,,,,,651,sentence,,,,,,,,,28,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 3:13!26, ,adj,,ἅγιος,ἁγίων,40,plural,masculine,genitive,saints,011002,11.27,A-GPM,ἁγίων,n52003013026,110156,w,ἁγίων,I_Thessalonians,13,1Thess,3,13,15,wg,,,np,NPofNP,,,,,,688,wg,,,np,DetNP,,,,,,687,wg,,,np,All-NP,,,,,,686,wg,,,pp,PrepNp,,,,,,685,wg,,,np,NpPp,,,,,,680,wg,,,np,DetNP,,,,,,679,wg,,,pp,PrepNp,adv,,,,,678,wg,,,cl,V-O-O2-ADV-ADV-ADV,,,,,,669,wg,,,,DetCL,,,,,,668,,wg,,,pp,PrepNp,adv,,,,,667,wg,,,cl,O-S-V-ADV-ADV-ADV,,,,,,653,,,,,,,,,,wg,,,,Conj-CL,,,,,,652,wg,,,,,,,,,,651,sentence,,,,,,,,,28,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 3:13!27,.,pron,personal,αὐτός,αὐτοῦ,846,singular,masculine,genitive,of Him,092004,92.11,P-GSM,αὐτοῦ.,n52003013027,110157,w,αὐτοῦ,I_Thessalonians,13,1Thess,3,13,15,wg,,,np,NPofNP,,,,,,688,wg,,,np,DetNP,,,,,,687,wg,,,np,All-NP,,,,,,686,wg,,,pp,PrepNp,,,,,,685,wg,,,np,NpPp,,,,,,680,wg,,,np,DetNP,,,,,,679,wg,,,pp,PrepNp,adv,,,,,678,wg,,,cl,V-O-O2-ADV-ADV-ADV,,,,,,669,wg,,,,DetCL,,,,,,668,,wg,,,pp,PrepNp,adv,,,,,667,wg,,,cl,O-S-V-ADV-ADV-ADV,,,,,,653,,,n52003013020,,,,,,,wg,,,,Conj-CL,,,,,,652,wg,,,,,,,,,,651,sentence,,,,,,,,,28,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 4:1!2,",",conj,,οὖν,οὖν,3767,,,,then,089008 091002,89.50 91.7,CONJ,"οὖν,",n52004001002,110158,w,οὖν,I_Thessalonians,13,1Thess,4,1,4,wg,,,,Conj-CL,,,,,,690,wg,,,,,,,,,,689,sentence,,,,,,,,,29,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 4:1!3,",",noun,common,ἀδελφός,ἀδελφοί,80,plural,masculine,vocative,brothers,011002,11.23,N-VPM,"ἀδελφοί,",n52004001003,110159,w,ἀδελφοί,I_Thessalonians,13,1Thess,4,1,6,wg,,,,Np2CL,,Minor,,,,692,wg,,,cl,,,,,,,691,wg,,,,Conj-CL,,,,,,690,wg,,,,,,,,,,689,sentence,,,,,,,,,29,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aux,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 4:1!1, ,adj,,λοιπός,Λοιπόν,3063,singular,neuter,accusative,Finally,061 089017,61.14 89.98,A-ASN,Λοιπὸν,n52004001001,110160,w,Λοιπὸν,I_Thessalonians,13,1Thess,4,1,5,wg,,,cl,,,,,,,691,wg,,,,Conj-CL,,,,,,690,wg,,,,,,,,,,689,sentence,,,,,,,,,29,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,adv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 4:1!4, ,verb,,ἐρωτάω,ἐρωτῶμεν,2065,plural,,,we implore,033012,33.161,V-PAI-1P,ἐρωτῶμεν,n52004001004,110161,w,ἐρωτῶμεν,I_Thessalonians,13,1Thess,4,1,6,wg,,,,Conj2VP,v,,,,,693,wg,,,cl,,,,,,,691,wg,,,,Conj-CL,,,,,,690,wg,,,,,,,,,,689,sentence,,,,,,,,,29,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,first,present,active,indicative,A0:n52001001003;n52003006004;n52002018008 A1:n52004001005,n52001001003 n52003006004 n52002018008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 4:1!6, ,conj,,καί,καί,2532,,,,and,,,CONJ,καὶ,n52004001006,110162,w,καὶ,I_Thessalonians,13,1Thess,4,1,7,wg,group,,,,,,,,,694,wg,,,,Conj2VP,v,,,,,693,wg,,,cl,,,,,,,691,wg,,,,Conj-CL,,,,,,690,wg,,,,,,,,,,689,sentence,,,,,,,,,29,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 4:1!7, ,verb,,παρακαλέω,παρακαλοῦμεν,3870,plural,,,exhort,033012,33.168,V-PAI-1P,παρακαλοῦμεν,n52004001007,110163,w,παρακαλοῦμεν,I_Thessalonians,13,1Thess,4,1,7,wg,group,,,,,,,,,694,wg,,,,Conj2VP,v,,,,,693,wg,,,cl,,,,,,,691,wg,,,,Conj-CL,,,,,,690,wg,,,,,,,,,,689,sentence,,,,,,,,,29,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,first,present,active,indicative,A0:n52001001003;n52003006004;n52002018008 A1:n52004001005,n52001001003 n52003006004 n52002018008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 4:1!5, ,pron,personal,σύ,ὑμᾶς,4771,plural,,accusative,you,,,P-2AP,ὑμᾶς,n52004001005,110164,w,ὑμᾶς,I_Thessalonians,13,1Thess,4,1,5,wg,,,cl,,,,,,,691,wg,,,,Conj-CL,,,,,,690,wg,,,,,,,,,,689,sentence,,,,,,,,,29,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,o,,n52004001003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 4:1!8, ,prep,,ἐν,ἐν,1722,,,,in,089004 089020,89.119 89.5,PREP,ἐν,n52004001008,110165,w,ἐν,I_Thessalonians,13,1Thess,4,1,6,wg,,,pp,PrepNp,adv,,,,,695,wg,,,cl,,,,,,,691,wg,,,,Conj-CL,,,,,,690,wg,,,,,,,,,,689,sentence,,,,,,,,,29,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 4:1!9, ,noun,common,κύριος,Κυρίῳ,2962,singular,masculine,dative,[the] Lord,012001,12.9{N:001},N-DSM,Κυρίῳ,n52004001009,110166,w,Κυρίῳ,I_Thessalonians,13,1Thess,4,1,7,wg,apposition,,np,Np-Appos,,,,,,696,wg,,,pp,PrepNp,adv,,,,,695,wg,,,cl,,,,,,,691,wg,,,,Conj-CL,,,,,,690,wg,,,,,,,,,,689,sentence,,,,,,,,,29,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 4:1!10,",",noun,proper,Ἰησοῦς,Ἰησοῦ,2424,singular,masculine,dative,Jesus,093001,93.169a,N-DSM,"Ἰησοῦ,",n52004001010,110167,w,Ἰησοῦ,I_Thessalonians,13,1Thess,4,1,7,wg,apposition,,np,Np-Appos,,,,,,696,wg,,,pp,PrepNp,adv,,,,,695,wg,,,cl,,,,,,,691,wg,,,,Conj-CL,,,,,,690,wg,,,,,,,,,,689,sentence,,,,,,,,,29,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,apposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 4:1!11, ,conj,,ἵνα,ἵνα,2443,,,,that,,,CONJ,ἵνα,n52004001011,110168,w,ἵνα,I_Thessalonians,13,1Thess,4,1,6,wg,,,,that-VP,o,,,,,697,wg,,,cl,,,,,,,691,wg,,,,Conj-CL,,,,,,690,wg,,,,,,,,,,689,sentence,,,,,,,,,29,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 4:1!12, ,conj,,καθώς,καθώς,2531,,,,just as,064,64.14,ADV,καθὼς,n52004001012,110169,w,καθὼς,I_Thessalonians,13,1Thess,4,1,8,wg,,,,sub-CL,adv,,,,,699,wg,,,cl,,,,,,,698,wg,,,,that-VP,o,,,,,697,wg,,,cl,,,,,,,691,wg,,,,Conj-CL,,,,,,690,wg,,,,,,,,,,689,sentence,,,,,,,,,29,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 4:1!13, ,verb,,παραλαμβάνω,παρελάβετε,3880,plural,,,you have received,027001,27.13,V-2AAI-2P,παρελάβετε,n52004001013,110170,w,παρελάβετε,I_Thessalonians,13,1Thess,4,1,9,wg,,,cl,,,,,,,700,wg,,,,sub-CL,adv,,,,,699,wg,,,cl,,,,,,,698,wg,,,,that-VP,o,,,,,697,wg,,,cl,,,,,,,691,wg,,,,Conj-CL,,,,,,690,wg,,,,,,,,,,689,sentence,,,,,,,,,29,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,,,second,aorist,active,indicative,A0:n52004001003 A1:n52004001018,n52004001003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 4:1!14, ,prep,,παρά,παρ’,3844,,,,from,,,PREP,παρ’,n52004001014,110171,w,παρ’,I_Thessalonians,13,1Thess,4,1,10,wg,,,pp,PrepNp,adv,,,,,701,wg,,,cl,,,,,,,700,wg,,,,sub-CL,adv,,,,,699,wg,,,cl,,,,,,,698,wg,,,,that-VP,o,,,,,697,wg,,,cl,,,,,,,691,wg,,,,Conj-CL,,,,,,690,wg,,,,,,,,,,689,sentence,,,,,,,,,29,,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 4:1!15, ,pron,personal,ἐγώ,ἡμῶν,1473,plural,,genitive,us,092002,92.4,P-1GP,ἡμῶν,n52004001015,110172,w,ἡμῶν,I_Thessalonians,13,1Thess,4,1,10,wg,,,pp,PrepNp,adv,,,,,701,wg,,,cl,,,,,,,700,wg,,,,sub-CL,adv,,,,,699,wg,,,cl,,,,,,,698,wg,,,,that-VP,o,,,,,697,wg,,,cl,,,,,,,691,wg,,,,Conj-CL,,,,,,690,wg,,,,,,,,,,689,sentence,,,,,,,,,29,,,book,,,,,,,,,,,,,,,,,,,,,,,,n52001001003 n52003006004 n52002018008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 4:1!16, ,det,,ὁ,τό,3588,singular,neuter,nominative,-,092004,92.24,T-NSN,τὸ,n52004001016,110173,w,τὸ,I_Thessalonians,13,1Thess,4,1,10,wg,,,,DetCL,o,,,,,702,wg,,,cl,,,,,,,700,wg,,,,sub-CL,adv,,,,,699,wg,,,cl,,,,,,,698,wg,,,,that-VP,o,,,,,697,wg,,,cl,,,,,,,691,wg,,,,Conj-CL,,,,,,690,wg,,,,,,,,,,689,sentence,,,,,,,,,29,,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 4:1!17, ,adv,,πῶς,πῶς,4459,,,,in what manner,092004,92.16,ADV,πῶς,n52004001017,110174,w,πῶς,I_Thessalonians,13,1Thess,4,1,11,wg,,,cl,ADV-V-S,,,,,,703,wg,,,,DetCL,o,,,,,702,wg,,,cl,,,,,,,700,wg,,,,sub-CL,adv,,,,,699,wg,,,cl,,,,,,,698,wg,,,,that-VP,o,,,,,697,wg,,,cl,,,,,,,691,wg,,,,Conj-CL,,,,,,690,wg,,,,,,,,,,689,,sentence,,,,,,,,,29,,book,,,,,,,,,,,adv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 4:1!18, ,verb,,δεῖ,δεῖ,1163,singular,,,it behooves,071004 071005,71.21 71.34,V-PAI-3S,δεῖ,n52004001018,110175,w,δεῖ,I_Thessalonians,13,1Thess,4,1,11,wg,,,cl,ADV-V-S,,,,,,703,wg,,,,DetCL,o,,,,,702,wg,,,cl,,,,,,,700,wg,,,,sub-CL,adv,,,,,699,wg,,,cl,,,,,,,698,wg,,,,that-VP,o,,,,,697,wg,,,cl,,,,,,,691,wg,,,,Conj-CL,,,,,,690,wg,,,,,,,,,,689,,sentence,,,,,,,,,29,,book,,,,,,,,,,,v,,,third,present,active,indicative,A0:n52004001020;n52004001022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 4:1!19, ,pron,personal,σύ,ὑμᾶς,4771,plural,,accusative,you,,,P-2AP,ὑμᾶς,n52004001019,110176,w,ὑμᾶς,I_Thessalonians,13,1Thess,4,1,13,wg,,,cl,S-V,,,,,,705,wg,,,,CLaCL,s,,,,,704,wg,,,cl,ADV-V-S,,,,,,703,wg,,,,DetCL,o,,,,,702,wg,,,cl,,,,,,,700,wg,,,,sub-CL,adv,,,,,699,wg,,,cl,,,,,,,698,wg,,,,that-VP,o,,,,,697,wg,,,cl,,,,,,,691,,wg,,,,Conj-CL,,,,,,690,wg,,,,,,,,,,689,s,,n52004001003,,,,,,,sentence,,,,,,,,,29,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 4:1!20, ,verb,,περιπατέω,περιπατεῖν,4043,,,,to walk,041001,41.11,V-PAN,περιπατεῖν,n52004001020,110177,w,περιπατεῖν,I_Thessalonians,13,1Thess,4,1,13,wg,,,cl,S-V,,,,,,705,wg,,,,CLaCL,s,,,,,704,wg,,,cl,ADV-V-S,,,,,,703,wg,,,,DetCL,o,,,,,702,wg,,,cl,,,,,,,700,wg,,,,sub-CL,adv,,,,,699,wg,,,cl,,,,,,,698,wg,,,,that-VP,o,,,,,697,wg,,,cl,,,,,,,691,,wg,,,,Conj-CL,,,,,,690,wg,,,,,,,,,,689,v,,,,present,active,infinitive,A0:n52004001019,,sentence,,,,,,,,,29,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 4:1!21, ,conj,,καί,καί,2532,,,,and,089015 089017,89.87 89.92,CONJ,καὶ,n52004001021,110178,w,καὶ,I_Thessalonians,13,1Thess,4,1,13,wg,group,,,,,,,,,706,wg,,,,CLaCL,s,,,,,704,wg,,,cl,ADV-V-S,,,,,,703,wg,,,,DetCL,o,,,,,702,wg,,,cl,,,,,,,700,wg,,,,sub-CL,adv,,,,,699,wg,,,cl,,,,,,,698,wg,,,,that-VP,o,,,,,697,wg,,,cl,,,,,,,691,,wg,,,,Conj-CL,,,,,,690,wg,,,,,,,,,,689,,,,,,,,,,sentence,,,,,,,,,29,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 4:1!22, ,verb,,ἀρέσκω,ἀρέσκειν,700,,,,to please,025008,25.90,V-PAN,ἀρέσκειν,n52004001022,110179,w,ἀρέσκειν,I_Thessalonians,13,1Thess,4,1,14,wg,,,cl,V-O,,,,,,707,wg,group,,,,,,,,,706,wg,,,,CLaCL,s,,,,,704,wg,,,cl,ADV-V-S,,,,,,703,wg,,,,DetCL,o,,,,,702,wg,,,cl,,,,,,,700,wg,,,,sub-CL,adv,,,,,699,wg,,,cl,,,,,,,698,wg,,,,that-VP,o,,,,,697,,wg,,,cl,,,,,,,691,wg,,,,Conj-CL,,,,,,690,v,,,,present,active,infinitive,A0:n52004001003 A1:n52004001023,n52004001003,wg,,,,,,,,,,689,sentence,,,,,,,,,29,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 4:1!23,",",noun,common,θεός,Θεῷ,2316,singular,masculine,dative,God,012001,12.1,N-DSM,"Θεῷ,",n52004001023,110180,w,Θεῷ,I_Thessalonians,13,1Thess,4,1,14,wg,,,cl,V-O,,,,,,707,wg,group,,,,,,,,,706,wg,,,,CLaCL,s,,,,,704,wg,,,cl,ADV-V-S,,,,,,703,wg,,,,DetCL,o,,,,,702,wg,,,cl,,,,,,,700,wg,,,,sub-CL,adv,,,,,699,wg,,,cl,,,,,,,698,wg,,,,that-VP,o,,,,,697,,wg,,,cl,,,,,,,691,wg,,,,Conj-CL,,,,,,690,o,,,,,,,,,wg,,,,,,,,,,689,sentence,,,,,,,,,29,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
