ref,after,class,lemma,normalized,strong,number,gender,case,gloss,domain,ln,morph,unicode,id,wordOrder,LeafName,word,bookLong,bookNum,bookShort,chapter,verse,parents,Parent1Name,Parent1Type,Parent1Appos,Parent1Class,Parent1Rule,Parent1Role,Parent1Cltype,Parent1Unit,Parent1Junction,Parent1SN,Parent1WGN,Parent2Name,Parent2Type,Parent2Appos,Parent2Class,Parent2Rule,Parent2Role,Parent2Cltype,Parent2Unit,Parent2Junction,Parent2SN,Parent2WGN,Parent3Name,Parent3Type,Parent3Appos,Parent3Class,Parent3Rule,Parent3Role,Parent3Cltype,Parent3Unit,Parent3Junction,Parent3SN,Parent3WGN,Parent4Name,Parent4Type,Parent4Appos,Parent4Class,Parent4Rule,Parent4Role,Parent4Cltype,Parent4Unit,Parent4Junction,Parent4SN,Parent4WGN,Parent5Name,Parent5Type,Parent5Appos,Parent5Class,Parent5Rule,Parent5Role,Parent5Cltype,Parent5Unit,Parent5Junction,Parent5SN,Parent5WGN,Parent6Name,Parent6Type,Parent6Appos,Parent6Class,Parent6Rule,Parent6Role,Parent6Cltype,Parent6Unit,Parent6Junction,Parent6SN,Parent6WGN,degree,Parent7Name,Parent7Type,Parent7Appos,Parent7Class,Parent7Rule,Parent7Role,Parent7Cltype,Parent7Unit,Parent7Junction,Parent7SN,Parent7WGN,Parent8Name,Parent8Type,Parent8Appos,Parent8Class,Parent8Rule,Parent8Role,Parent8Cltype,Parent8Unit,Parent8Junction,Parent8SN,Parent8WGN,type,Parent9Name,Parent9Type,Parent9Appos,Parent9Class,Parent9Rule,Parent9Role,Parent9Cltype,Parent9Unit,Parent9Junction,Parent9SN,Parent9WGN,Parent10Name,Parent10Type,Parent10Appos,Parent10Class,Parent10Rule,Parent10Role,Parent10Cltype,Parent10Unit,Parent10Junction,Parent10SN,Parent10WGN,referent,role,person,tense,voice,mood,frame,discontinuous,Parent11Name,Parent11Type,Parent11Appos,Parent11Class,Parent11Rule,Parent11Role,Parent11Cltype,Parent11Unit,Parent11Junction,Parent11SN,Parent11WGN,Parent12Name,Parent12Type,Parent12Appos,Parent12Class,Parent12Rule,Parent12Role,Parent12Cltype,Parent12Unit,Parent12Junction,Parent12SN,Parent12WGN,Parent13Name,Parent13Type,Parent13Appos,Parent13Class,Parent13Rule,Parent13Role,Parent13Cltype,Parent13Unit,Parent13Junction,Parent13SN,Parent13WGN,Parent14Name,Parent14Type,Parent14Appos,Parent14Class,Parent14Rule,Parent14Role,Parent14Cltype,Parent14Unit,Parent14Junction,Parent14SN,Parent14WGN,Parent15Name,Parent15Type,Parent15Appos,Parent15Class,Parent15Rule,Parent15Role,Parent15Cltype,Parent15Unit,Parent15Junction,Parent15SN,Parent15WGN,subjref,junction
2JN 1:11!8, ,noun,ἔργον,ἔργοις,2041,plural,neuter,dative,works,042002,42.11,N-DPN,ἔργοις,n63001011008,127233,w,ἔργοις,II_John,24,2John,1,11,8,wg,,,np,NPofNP,,,,,,168,wg,,,np,NPDetAdj,,,,,,167,wg,,,np,DetNP,adv,,,,,166,wg,,,cl,S-V-ADV,,,,,,162,wg,,,,Conj-CL,,,,,,161,wg,,,,,,,,,,160,,sentence,,,,,,,,,13,,book,,,,,,,,,,,common,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2JN 1:11!9, ,pron,αὐτός,αὐτοῦ,846,singular,masculine,genitive,of him,,,P-GSM,αὐτοῦ,n63001011009,127234,w,αὐτοῦ,II_John,24,2John,1,11,8,wg,,,np,NPofNP,,,,,,168,wg,,,np,NPDetAdj,,,,,,167,wg,,,np,DetNP,adv,,,,,166,wg,,,cl,S-V-ADV,,,,,,162,wg,,,,Conj-CL,,,,,,161,wg,,,,,,,,,,160,,sentence,,,,,,,,,13,,book,,,,,,,,,,,personal,,,,,,,,,,,,,,,,,,,,,,,n63001010002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2JN 1:11!10, ,det,ὁ,τοῖς,3588,plural,neuter,dative,-,092004,92.24,T-DPN,τοῖς,n63001011010,127235,w,τοῖς,II_John,24,2John,1,11,8,wg,,,np,DetAdj,,,,,,169,wg,,,np,NPDetAdj,,,,,,167,wg,,,np,DetNP,adv,,,,,166,wg,,,cl,S-V-ADV,,,,,,162,wg,,,,Conj-CL,,,,,,161,wg,,,,,,,,,,160,,sentence,,,,,,,,,13,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2JN 1:11!11,.,adj,πονηρός,πονηροῖς,4190,plural,neuter,dative,evil,088015,88.110,A-DPN,πονηροῖς.,n63001011011,127236,w,πονηροῖς,II_John,24,2John,1,11,8,wg,,,np,DetAdj,,,,,,169,wg,,,np,NPDetAdj,,,,,,167,wg,,,np,DetNP,adv,,,,,166,wg,,,cl,S-V-ADV,,,,,,162,wg,,,,Conj-CL,,,,,,161,wg,,,,,,,,,,160,,sentence,,,,,,,,,13,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2JN 1:12!2, ,verb,ἔχω,ἔχων,2192,singular,masculine,nominative,having,,,V-PAP-NSM,ἔχων,n63001012002,127237,w,ἔχων,II_John,24,2John,1,12,6,wg,,,cl,V-O,adv,,,,,173,wg,,,cl,ADV-ADV-V-ADV,,,,,,172,wg,,,,CLaCL,,,,,,171,wg,,,,,,,,,,170,sentence,,,,,,,,,14,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,,present,active,participle,A0:n63001001002 A1:n63001012004,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n63001001002,
2JN 1:12!1, ,adj,πολύς,Πολλά,4183,plural,neuter,accusative,Many things,,,A-APN,Πολλὰ,n63001012001,127238,w,Πολλὰ,II_John,24,2John,1,12,7,wg,,,cl,O-IO-V,o,,,,,174,wg,,,cl,V-O,adv,,,,,173,wg,,,cl,ADV-ADV-V-ADV,,,,,,172,wg,,,,CLaCL,,,,,,171,wg,,,,,,,,,,170,sentence,,,,,,,,,14,,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2JN 1:12!3, ,pron,σύ,ὑμῖν,4771,plural,,dative,to you,,,P-2DP,ὑμῖν,n63001012003,127239,w,ὑμῖν,II_John,24,2John,1,12,7,wg,,,cl,O-IO-V,o,,,,,174,wg,,,cl,V-O,adv,,,,,173,wg,,,cl,ADV-ADV-V-ADV,,,,,,172,wg,,,,CLaCL,,,,,,171,wg,,,,,,,,,,170,sentence,,,,,,,,,14,,,book,,,,,,,,,,,,,,,,,,,,,,personal,,,,,,,,,,,,,,,,,,,,,,,n63001005005 n63001001007,io,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2JN 1:12!4, ,verb,γράφω,γράφειν,1125,,,,to write,033005,33.61,V-PAN,γράφειν,n63001012004,127240,w,γράφειν,II_John,24,2John,1,12,7,wg,,,cl,O-IO-V,o,,,,,174,wg,,,cl,V-O,adv,,,,,173,wg,,,cl,ADV-ADV-V-ADV,,,,,,172,wg,,,,CLaCL,,,,,,171,wg,,,,,,,,,,170,sentence,,,,,,,,,14,,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,,present,active,infinitive,A0:n63001001002 A1:n63001012001 A2:n63001012003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n63001001002,
2JN 1:12!5, ,adv,οὐ,οὐκ,3756,,,,not,,,PRT-N,οὐκ,n63001012005,127241,w,οὐκ,II_John,24,2John,1,12,5,wg,,,cl,ADV-ADV-V-ADV,,,,,,172,wg,,,,CLaCL,,,,,,171,wg,,,,,,,,,,170,sentence,,,,,,,,,14,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,adv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2JN 1:12!6, ,verb,βούλομαι,ἐβουλήθην,1014,singular,,,I purposed,025001,25.3,V-AOI-1S,ἐβουλήθην,n63001012006,127242,w,ἐβουλήθην,II_John,24,2John,1,12,5,wg,,,cl,ADV-ADV-V-ADV,,,,,,172,wg,,,,CLaCL,,,,,,171,wg,,,,,,,,,,170,sentence,,,,,,,,,14,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,first,aorist,passive,indicative,A1:n63001001002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n63001001002,
2JN 1:12!7, ,prep,διά,διά,1223,,,,with,090002,90.8,PREP,διὰ,n63001012007,127243,w,διὰ,II_John,24,2John,1,12,6,wg,,,pp,PrepNp,adv,,,,,175,wg,,,cl,ADV-ADV-V-ADV,,,,,,172,wg,,,,CLaCL,,,,,,171,wg,,,,,,,,,,170,sentence,,,,,,,,,14,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2JN 1:12!8, ,noun,χάρτης,χάρτου,5489,singular,masculine,genitive,paper,006010,6.58,N-GSM,χάρτου,n63001012008,127244,w,χάρτου,II_John,24,2John,1,12,7,wg,,,,NpaNp,,,,,,176,wg,,,pp,PrepNp,adv,,,,,175,wg,,,cl,ADV-ADV-V-ADV,,,,,,172,wg,,,,CLaCL,,,,,,171,wg,,,,,,,,,,170,sentence,,,,,,,,,14,,,book,,,,,,,,,,,,,,,,,,,,,,common,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2JN 1:12!9, ,conj,καί,καί,2532,,,,and,,,CONJ,καὶ,n63001012009,127245,w,καὶ,II_John,24,2John,1,12,8,wg,group,,,,,,,,,177,wg,,,,NpaNp,,,,,,176,wg,,,pp,PrepNp,adv,,,,,175,wg,,,cl,ADV-ADV-V-ADV,,,,,,172,wg,,,,CLaCL,,,,,,171,wg,,,,,,,,,,170,,sentence,,,,,,,,,14,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2JN 1:12!10,",",adj,μέλας,μέλανος,3188,singular,neuter,genitive,ink,006010,6.57,A-GSN,"μέλανος,",n63001012010,127246,w,μέλανος,II_John,24,2John,1,12,8,wg,group,,,,,,,,,177,wg,,,,NpaNp,,,,,,176,wg,,,pp,PrepNp,adv,,,,,175,wg,,,cl,ADV-ADV-V-ADV,,,,,,172,wg,,,,CLaCL,,,,,,171,wg,,,,,,,,,,170,,sentence,,,,,,,,,14,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2JN 1:12!11, ,conj,ἀλλά,ἀλλά,235,,,,but,089023,89.125,CONJ,ἀλλὰ,n63001012011,127247,w,ἀλλὰ,II_John,24,2John,1,12,5,wg,group,,,,,,,,,178,wg,,,,CLaCL,,,,,,171,wg,,,,,,,,,,170,sentence,,,,,,,,,14,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2JN 1:12!12, ,verb,ἐλπίζω,ἐλπίζω,1679,singular,,,I hope,030003,30.54,V-PAI-1S,ἐλπίζω,n63001012012,127248,w,ἐλπίζω,II_John,24,2John,1,12,6,wg,,,cl,,,,,,,179,wg,group,,,,,,,,,178,wg,,,,CLaCL,,,,,,171,wg,,,,,,,,,,170,sentence,,,,,,,,,14,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,first,present,active,indicative,A0:n63001001002 A1:n63001012015;n63001012020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n63001001002,
2JN 1:12!13, ,verb,γίνομαι,γενέσθαι,1096,,,,to come,085001,85.7,V-2ADN,γενέσθαι,n63001012013,127249,w,γενέσθαι,II_John,24,2John,1,12,8,wg,,,cl,VC-P,,,,,,181,wg,,,,CLaCL,o,,,,,180,wg,,,cl,,,,,,,179,wg,group,,,,,,,,,178,wg,,,,CLaCL,,,,,,171,wg,,,,,,,,,,170,,sentence,,,,,,,,,14,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vc,,aorist,middle,infinitive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n63001001002,
2JN 1:12!14, ,prep,πρός,πρός,4314,,,,to,084002,84.18,PREP,πρὸς,n63001012014,127250,w,πρὸς,II_John,24,2John,1,12,9,wg,,,pp,PrepNp,p,,,,,182,wg,,,cl,VC-P,,,,,,181,wg,,,,CLaCL,o,,,,,180,wg,,,cl,,,,,,,179,wg,group,,,,,,,,,178,wg,,,,CLaCL,,,,,,171,,wg,,,,,,,,,,170,sentence,,,,,,,,,14,,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2JN 1:12!15, ,pron,σύ,ὑμᾶς,4771,plural,,accusative,you,,,P-2AP,ὑμᾶς,n63001012015,127251,w,ὑμᾶς,II_John,24,2John,1,12,9,wg,,,pp,PrepNp,p,,,,,182,wg,,,cl,VC-P,,,,,,181,wg,,,,CLaCL,o,,,,,180,wg,,,cl,,,,,,,179,wg,group,,,,,,,,,178,wg,,,,CLaCL,,,,,,171,,wg,,,,,,,,,,170,sentence,,,,,,,,,14,,personal,book,,,,,,,,,,,,,,,,,,,,,,n63001005005 n63001001007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2JN 1:12!16, ,conj,καί,καί,2532,,,,and,,,CONJ,καὶ,n63001012016,127252,w,καὶ,II_John,24,2John,1,12,8,wg,group,,,,,,,,,183,wg,,,,CLaCL,o,,,,,180,wg,,,cl,,,,,,,179,wg,group,,,,,,,,,178,wg,,,,CLaCL,,,,,,171,wg,,,,,,,,,,170,,sentence,,,,,,,,,14,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2JN 1:12!17, ,noun,στόμα,στόμα,4750,singular,neuter,accusative,mouth,083006,83.39,N-ASN,στόμα,n63001012017,127253,w,στόμα,II_John,24,2John,1,12,10,wg,,,np,NpPp,adv,,,,,185,wg,,,cl,ADV-V,,,,,,184,wg,group,,,,,,,,,183,wg,,,,CLaCL,o,,,,,180,wg,,,cl,,,,,,,179,wg,group,,,,,,,,,178,,wg,,,,CLaCL,,,,,,171,wg,,,,,,,,,,170,common,sentence,,,,,,,,,14,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2JN 1:12!18, ,prep,πρός,πρός,4314,,,,to,084002,84.18,PREP,πρὸς,n63001012018,127254,w,πρὸς,II_John,24,2John,1,12,11,wg,,,pp,PrepNp,,,,,,186,wg,,,np,NpPp,adv,,,,,185,wg,,,cl,ADV-V,,,,,,184,wg,group,,,,,,,,,183,wg,,,,CLaCL,o,,,,,180,wg,,,cl,,,,,,,179,,wg,group,,,,,,,,,178,wg,,,,CLaCL,,,,,,171,,wg,,,,,,,,,,170,sentence,,,,,,,,,14,,,,,,,,,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2JN 1:12!19, ,noun,στόμα,στόμα,4750,singular,neuter,accusative,mouth,083006,83.39,N-ASN,στόμα,n63001012019,127255,w,στόμα,II_John,24,2John,1,12,11,wg,,,pp,PrepNp,,,,,,186,wg,,,np,NpPp,adv,,,,,185,wg,,,cl,ADV-V,,,,,,184,wg,group,,,,,,,,,183,wg,,,,CLaCL,o,,,,,180,wg,,,cl,,,,,,,179,,wg,group,,,,,,,,,178,wg,,,,CLaCL,,,,,,171,common,wg,,,,,,,,,,170,sentence,,,,,,,,,14,,,,,,,,,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2JN 1:12!20,",",verb,λαλέω,λαλῆσαι,2980,,,,to speak,033006,33.70,V-AAN,"λαλῆσαι,",n63001012020,127256,w,λαλῆσαι,II_John,24,2John,1,12,9,wg,,,cl,ADV-V,,,,,,184,wg,group,,,,,,,,,183,wg,,,,CLaCL,o,,,,,180,wg,,,cl,,,,,,,179,wg,group,,,,,,,,,178,wg,,,,CLaCL,,,,,,171,,wg,,,,,,,,,,170,sentence,,,,,,,,,14,,,book,,,,,,,,,,,,,,,,,,,,,,,v,,aorist,active,infinitive,A0:n63001001002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n63001001002,
2JN 1:12!21, ,conj,ἵνα,ἵνα,2443,,,,so that,089008,89.49,CONJ,ἵνα,n63001012021,127257,w,ἵνα,II_John,24,2John,1,12,7,wg,,,,sub-CL,adv,,,,,187,wg,,,cl,,,,,,,179,wg,group,,,,,,,,,178,wg,,,,CLaCL,,,,,,171,wg,,,,,,,,,,170,sentence,,,,,,,,,14,,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2JN 1:12!22, ,det,ὁ,ἡ,3588,singular,feminine,nominative,the,092004,92.24,T-NSF,ἡ,n63001012022,127258,w,ἡ,II_John,24,2John,1,12,9,wg,,,np,DetNP,s,,,,,189,wg,,,cl,S-V,,,,,,188,wg,,,,sub-CL,adv,,,,,187,wg,,,cl,,,,,,,179,wg,group,,,,,,,,,178,wg,,,,CLaCL,,,,,,171,,wg,,,,,,,,,,170,sentence,,,,,,,,,14,,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2JN 1:12!23, ,noun,χαρά,χαρά,5479,singular,feminine,nominative,joy,025011,25.123,N-NSF,χαρὰ,n63001012023,127259,w,χαρὰ,II_John,24,2John,1,12,10,wg,,,np,NPofNP,,,,,,190,wg,,,np,DetNP,s,,,,,189,wg,,,cl,S-V,,,,,,188,wg,,,,sub-CL,adv,,,,,187,wg,,,cl,,,,,,,179,wg,group,,,,,,,,,178,,wg,,,,CLaCL,,,,,,171,wg,,,,,,,,,,170,common,sentence,,,,,,,,,14,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2JN 1:12!24, ,pron,ἐγώ,ἡμῶν,1473,plural,,genitive,of us,092002,92.4,P-1GP,ἡμῶν,n63001012024,127260,w,ἡμῶν,II_John,24,2John,1,12,10,wg,,,np,NPofNP,,,,,,190,wg,,,np,DetNP,s,,,,,189,wg,,,cl,S-V,,,,,,188,wg,,,,sub-CL,adv,,,,,187,wg,,,cl,,,,,,,179,wg,group,,,,,,,,,178,,wg,,,,CLaCL,,,,,,171,wg,,,,,,,,,,170,personal,sentence,,,,,,,,,14,,book,,,,,,,,,,,n63001001002 n63001005005 n63001001007 n63001001022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2JN 1:12!25, ,verb,πληρόω,πεπληρωμένη,4137,singular,feminine,nominative,having been completed,078004,78.46,V-RPP-NSF,πεπληρωμένη,n63001012025,127261,w,πεπληρωμένη,II_John,24,2John,1,12,9,wg,,,vp,VerbBe,v,,,,,191,wg,,,cl,S-V,,,,,,188,wg,,,,sub-CL,adv,,,,,187,wg,,,cl,,,,,,,179,wg,group,,,,,,,,,178,wg,,,,CLaCL,,,,,,171,,wg,,,,,,,,,,170,sentence,,,,,,,,,14,,,book,,,,,,,,,,,,,,,,,,,,,,,,,perfect,passive,participle,A1:n63001012023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2JN 1:12!26,.,verb,εἰμί,ᾖ,1510,singular,,,may be,,,V-PAS-3S,ᾖ.,n63001012026,127262,w,ᾖ,II_John,24,2John,1,12,9,wg,,,vp,VerbBe,v,,,,,191,wg,,,cl,S-V,,,,,,188,wg,,,,sub-CL,adv,,,,,187,wg,,,cl,,,,,,,179,wg,group,,,,,,,,,178,wg,,,,CLaCL,,,,,,171,,wg,,,,,,,,,,170,sentence,,,,,,,,,14,,,book,,,,,,,,,,,,,,,,,,,,,,,,third,present,active,subjunctive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2JN 1:13!1, ,verb,ἀσπάζομαι,Ἀσπάζεται,782,singular,,,Greet,033003,33.20,V-PNI-3S,Ἀσπάζεταί,n63001013001,127263,w,Ἀσπάζεταί,II_John,24,2John,1,13,4,wg,,,cl,V-O-S,,,,,,193,wg,,,,,,,,,,192,sentence,,,,,,,,,15,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,third,present,middlepassive,indicative,A1:n63001013002 A0:n63001013004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2JN 1:13!2, ,pron,σύ,σε,4771,singular,,accusative,you,,,P-2AS,σε,n63001013002,127264,w,σε,II_John,24,2John,1,13,4,wg,,,cl,V-O-S,,,,,,193,wg,,,,,,,,,,192,sentence,,,,,,,,,15,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,personal,,,,,,,,,,,,,,,,,,,,,,,n63001005005,o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2JN 1:13!3, ,det,ὁ,τά,3588,plural,neuter,nominative,the,092004,92.24,T-NPN,τὰ,n63001013003,127265,w,τὰ,II_John,24,2John,1,13,5,wg,,,np,DetNP,s,,,,,194,wg,,,cl,V-O-S,,,,,,193,wg,,,,,,,,,,192,sentence,,,,,,,,,15,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2JN 1:13!4, ,noun,τέκνον,τέκνα,5043,plural,neuter,nominative,children,010002,10.36,N-NPN,τέκνα,n63001013004,127266,w,τέκνα,II_John,24,2John,1,13,6,wg,,,np,NPofNP,,,,,,195,wg,,,np,DetNP,s,,,,,194,wg,,,cl,V-O-S,,,,,,193,wg,,,,,,,,,,192,sentence,,,,,,,,,15,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,common,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2JN 1:13!5, ,det,ὁ,τῆς,3588,singular,feminine,genitive,of the,092004,92.24,T-GSF,τῆς,n63001013005,127267,w,τῆς,II_John,24,2John,1,13,7,wg,,,np,DetNP,,,,,,196,wg,,,np,NPofNP,,,,,,195,wg,,,np,DetNP,s,,,,,194,wg,,,cl,V-O-S,,,,,,193,wg,,,,,,,,,,192,sentence,,,,,,,,,15,,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2JN 1:13!6, ,noun,ἀδελφή,ἀδελφῆς,79,singular,feminine,genitive,sister,010003,10.50,N-GSF,ἀδελφῆς,n63001013006,127268,w,ἀδελφῆς,II_John,24,2John,1,13,9,wg,,,np,NPofNP,,,,,,198,wg,,,np,NPDetAdj,,,,,,197,wg,,,np,DetNP,,,,,,196,wg,,,np,NPofNP,,,,,,195,wg,,,np,DetNP,s,,,,,194,wg,,,cl,V-O-S,,,,,,193,,wg,,,,,,,,,,192,sentence,,,,,,,,,15,,common,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2JN 1:13!7, ,pron,σύ,σου,4771,singular,,genitive,of you,,,P-2GS,σου,n63001013007,127269,w,σου,II_John,24,2John,1,13,9,wg,,,np,NPofNP,,,,,,198,wg,,,np,NPDetAdj,,,,,,197,wg,,,np,DetNP,,,,,,196,wg,,,np,NPofNP,,,,,,195,wg,,,np,DetNP,s,,,,,194,wg,,,cl,V-O-S,,,,,,193,,wg,,,,,,,,,,192,sentence,,,,,,,,,15,,personal,book,,,,,,,,,,,,,,,,,,,,,,n63001005005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2JN 1:13!8, ,det,ὁ,τῆς,3588,singular,feminine,genitive,-,092004,92.24,T-GSF,τῆς,n63001013008,127270,w,τῆς,II_John,24,2John,1,13,9,wg,,,np,DetAdj,,,,,,199,wg,,,np,NPDetAdj,,,,,,197,wg,,,np,DetNP,,,,,,196,wg,,,np,NPofNP,,,,,,195,wg,,,np,DetNP,s,,,,,194,wg,,,cl,V-O-S,,,,,,193,,wg,,,,,,,,,,192,sentence,,,,,,,,,15,,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
