ref,after,class,type,lemma,normalized,strong,number,gender,case,gloss,domain,ln,morph,unicode,id,wordOrder,LeafName,word,bookLong,bookNum,bookShort,chapter,verse,parents,Parent1Name,Parent1Type,Parent1Appos,Parent1Class,Parent1Rule,Parent1Role,Parent1Cltype,Parent1Unit,Parent1Junction,Parent1SN,Parent1WGN,Parent2Name,Parent2Type,Parent2Appos,Parent2Class,Parent2Rule,Parent2Role,Parent2Cltype,Parent2Unit,Parent2Junction,Parent2SN,Parent2WGN,Parent3Name,Parent3Type,Parent3Appos,Parent3Class,Parent3Rule,Parent3Role,Parent3Cltype,Parent3Unit,Parent3Junction,Parent3SN,Parent3WGN,Parent4Name,Parent4Type,Parent4Appos,Parent4Class,Parent4Rule,Parent4Role,Parent4Cltype,Parent4Unit,Parent4Junction,Parent4SN,Parent4WGN,Parent5Name,Parent5Type,Parent5Appos,Parent5Class,Parent5Rule,Parent5Role,Parent5Cltype,Parent5Unit,Parent5Junction,Parent5SN,Parent5WGN,Parent6Name,Parent6Type,Parent6Appos,Parent6Class,Parent6Rule,Parent6Role,Parent6Cltype,Parent6Unit,Parent6Junction,Parent6SN,Parent6WGN,Parent7Name,Parent7Type,Parent7Appos,Parent7Class,Parent7Rule,Parent7Role,Parent7Cltype,Parent7Unit,Parent7Junction,Parent7SN,Parent7WGN,discontinuous,Parent8Name,Parent8Type,Parent8Appos,Parent8Class,Parent8Rule,Parent8Role,Parent8Cltype,Parent8Unit,Parent8Junction,Parent8SN,Parent8WGN,Parent9Name,Parent9Type,Parent9Appos,Parent9Class,Parent9Rule,Parent9Role,Parent9Cltype,Parent9Unit,Parent9Junction,Parent9SN,Parent9WGN,junction,Parent10Name,Parent10Type,Parent10Appos,Parent10Class,Parent10Rule,Parent10Role,Parent10Cltype,Parent10Unit,Parent10Junction,Parent10SN,Parent10WGN,Parent11Name,Parent11Type,Parent11Appos,Parent11Class,Parent11Rule,Parent11Role,Parent11Cltype,Parent11Unit,Parent11Junction,Parent11SN,Parent11WGN,role,referent,person,tense,voice,mood,frame,subjref,Parent12Name,Parent12Type,Parent12Appos,Parent12Class,Parent12Rule,Parent12Role,Parent12Cltype,Parent12Unit,Parent12Junction,Parent12SN,Parent12WGN,Parent13Name,Parent13Type,Parent13Appos,Parent13Class,Parent13Rule,Parent13Role,Parent13Cltype,Parent13Unit,Parent13Junction,Parent13SN,Parent13WGN,Parent14Name,Parent14Type,Parent14Appos,Parent14Class,Parent14Rule,Parent14Role,Parent14Cltype,Parent14Unit,Parent14Junction,Parent14SN,Parent14WGN,Parent15Name,Parent15Type,Parent15Appos,Parent15Class,Parent15Rule,Parent15Role,Parent15Cltype,Parent15Unit,Parent15Junction,Parent15SN,Parent15WGN,Parent16Name,Parent16Type,Parent16Appos,Parent16Class,Parent16Rule,Parent16Role,Parent16Cltype,Parent16Unit,Parent16Junction,Parent16SN,Parent16WGN,Parent17Name,Parent17Type,Parent17Appos,Parent17Class,Parent17Rule,Parent17Role,Parent17Cltype,Parent17Unit,Parent17Junction,Parent17SN,Parent17WGN,Parent18Name,Parent18Type,Parent18Appos,Parent18Class,Parent18Rule,Parent18Role,Parent18Cltype,Parent18Unit,Parent18Junction,Parent18SN,Parent18WGN,degree,Parent19Name,Parent19Type,Parent19Appos,Parent19Class,Parent19Rule,Parent19Role,Parent19Cltype,Parent19Unit,Parent19Junction,Parent19SN,Parent19WGN,Parent20Name,Parent20Type,Parent20Appos,Parent20Class,Parent20Rule,Parent20Role,Parent20Cltype,Parent20Unit,Parent20Junction,Parent20SN,Parent20WGN,Parent21Name,Parent21Type,Parent21Appos,Parent21Class,Parent21Rule,Parent21Role,Parent21Cltype,Parent21Unit,Parent21Junction,Parent21SN,Parent21WGN,Parent22Name,Parent22Type,Parent22Appos,Parent22Class,Parent22Rule,Parent22Role,Parent22Cltype,Parent22Unit,Parent22Junction,Parent22SN,Parent22WGN,Parent23Name,Parent23Type,Parent23Appos,Parent23Class,Parent23Rule,Parent23Role,Parent23Cltype,Parent23Unit,Parent23Junction,Parent23SN,Parent23WGN,Parent24Name,Parent24Type,Parent24Appos,Parent24Class,Parent24Rule,Parent24Role,Parent24Cltype,Parent24Unit,Parent24Junction,Parent24SN,Parent24WGN
TIT 1:2!5, ,pron,relative,ὅς,ἥν,3739,singular,feminine,accusative,which,,,R-ASF,ἣν,n56001002005,114451,w,ἣν,Titus,17,Titus,1,2,9,wg,,,cl,O-V-S-ADV,,,,,,23,wg,,,,CLaCL,,,,apposition,,22,wg,apposition,,np,NP-CL,,,,,,20,wg,,,np,NPofNP,,,,,,19,wg,,,pp,PrepNp,adv,,,,,18,wg,,,cl,S-ADV-ADV-IO,,VerbElided,,,,2,wg,,,,,,,,,,1,,sentence,,,,,,,,,1,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,o,n56001002003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIT 1:2!6, ,verb,,ἐπαγγέλλομαι,ἐπηγγείλατο,1861,singular,,,promised,033025,33.286,V-ADI-3S,ἐπηγγείλατο,n56001002006,114452,w,ἐπηγγείλατο,Titus,17,Titus,1,2,9,wg,,,cl,O-V-S-ADV,,,,,,23,wg,,,,CLaCL,,,,apposition,,22,wg,apposition,,np,NP-CL,,,,,,20,wg,,,np,NPofNP,,,,,,19,wg,,,pp,PrepNp,adv,,,,,18,wg,,,cl,S-ADV-ADV-IO,,VerbElided,,,,2,wg,,,,,,,,,,1,,sentence,,,,,,,,,1,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,,third,aorist,middle,indicative,A1:n56001002005 A0:n56001002009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIT 1:2!7, ,det,,ὁ,ὁ,3588,singular,masculine,nominative,-,092004,92.24,T-NSM,ὁ,n56001002007,114453,w,ὁ,Titus,17,Titus,1,2,10,wg,,,np,DetNP,s,,,,,24,wg,,,cl,O-V-S-ADV,,,,,,23,wg,,,,CLaCL,,,,apposition,,22,wg,apposition,,np,NP-CL,,,,,,20,wg,,,np,NPofNP,,,,,,19,wg,,,pp,PrepNp,adv,,,,,18,wg,,,cl,S-ADV-ADV-IO,,VerbElided,,,,2,,wg,,,,,,,,,,1,sentence,,,,,,,,,1,,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIT 1:2!8, ,adj,,ἀψευδής,ἀψευδής,893,singular,masculine,nominative,who cannot lie,088005,88.40,A-NSM,ἀψευδὴς,n56001002008,114454,w,ἀψευδὴς,Titus,17,Titus,1,2,11,wg,,,np,AdjpNp,,,,,,25,wg,,,np,DetNP,s,,,,,24,wg,,,cl,O-V-S-ADV,,,,,,23,wg,,,,CLaCL,,,,apposition,,22,wg,apposition,,np,NP-CL,,,,,,20,wg,,,np,NPofNP,,,,,,19,wg,,,pp,PrepNp,adv,,,,,18,,wg,,,cl,S-ADV-ADV-IO,,VerbElided,,,,2,wg,,,,,,,,,,1,,sentence,,,,,,,,,1,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIT 1:2!9, ,noun,common,θεός,Θεός,2316,singular,masculine,nominative,God,012001,12.1,N-NSM,Θεὸς,n56001002009,114455,w,Θεὸς,Titus,17,Titus,1,2,11,wg,,,np,AdjpNp,,,,,,25,wg,,,np,DetNP,s,,,,,24,wg,,,cl,O-V-S-ADV,,,,,,23,wg,,,,CLaCL,,,,apposition,,22,wg,apposition,,np,NP-CL,,,,,,20,wg,,,np,NPofNP,,,,,,19,wg,,,pp,PrepNp,adv,,,,,18,,wg,,,cl,S-ADV-ADV-IO,,VerbElided,,,,2,wg,,,,,,,,,,1,,sentence,,,,,,,,,1,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIT 1:2!10, ,prep,,πρό,πρό,4253,,,,before,067002,67.17,PREP,πρὸ,n56001002010,114456,w,πρὸ,Titus,17,Titus,1,2,10,wg,,,pp,PrepNp,adv,,,,,26,wg,,,cl,O-V-S-ADV,,,,,,23,wg,,,,CLaCL,,,,apposition,,22,wg,apposition,,np,NP-CL,,,,,,20,wg,,,np,NPofNP,,,,,,19,wg,,,pp,PrepNp,adv,,,,,18,wg,,,cl,S-ADV-ADV-IO,,VerbElided,,,,2,,wg,,,,,,,,,,1,sentence,,,,,,,,,1,,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIT 1:2!11, ,noun,common,χρόνος,χρόνων,5550,plural,masculine,genitive,time,067005,67.78,N-GPM,χρόνων,n56001002011,114457,w,χρόνων,Titus,17,Titus,1,2,11,wg,,,np,NpAdjp,,,,,,27,wg,,,pp,PrepNp,adv,,,,,26,wg,,,cl,O-V-S-ADV,,,,,,23,wg,,,,CLaCL,,,,apposition,,22,wg,apposition,,np,NP-CL,,,,,,20,wg,,,np,NPofNP,,,,,,19,wg,,,pp,PrepNp,adv,,,,,18,,wg,,,cl,S-ADV-ADV-IO,,VerbElided,,,,2,wg,,,,,,,,,,1,,sentence,,,,,,,,,1,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIT 1:2!12,",",adj,,αἰώνιος,αἰωνίων,166,plural,masculine,genitive,eternal,067006,67.133,A-GPM,"αἰωνίων,",n56001002012,114458,w,αἰωνίων,Titus,17,Titus,1,2,11,wg,,,np,NpAdjp,,,,,,27,wg,,,pp,PrepNp,adv,,,,,26,wg,,,cl,O-V-S-ADV,,,,,,23,wg,,,,CLaCL,,,,apposition,,22,wg,apposition,,np,NP-CL,,,,,,20,wg,,,np,NPofNP,,,,,,19,wg,,,pp,PrepNp,adv,,,,,18,,wg,,,cl,S-ADV-ADV-IO,,VerbElided,,,,2,wg,,,,,,,,,,1,,sentence,,,,,,,,,1,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIT 1:3!2, ,conj,,δέ,δέ,1161,,,,now,,,CONJ,δὲ,n56001003002,114459,w,δὲ,Titus,17,Titus,1,3,9,wg,group,,,,,,,,,28,wg,,,,CLaCL,,,,apposition,,22,wg,apposition,,np,NP-CL,,,,,,20,wg,,,np,NPofNP,,,,,,19,wg,,,pp,PrepNp,adv,,,,,18,wg,,,cl,S-ADV-ADV-IO,,VerbElided,,,,2,wg,,,,,,,,,,1,true,sentence,,,,,,,,,1,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIT 1:3!1, ,verb,,φανερόω,ἐφανέρωσεν,5319,singular,,,He revealed,028003,28.36,V-AAI-3S,ἐφανέρωσεν,n56001003001,114460,w,ἐφανέρωσεν,Titus,17,Titus,1,3,10,wg,,,cl,V-ADV-O-ADV,,,,,,29,wg,group,,,,,,,,,28,wg,,,,CLaCL,,,,apposition,,22,wg,apposition,,np,NP-CL,,,,,,20,wg,,,np,NPofNP,,,,,,19,wg,,,pp,PrepNp,adv,,,,,18,wg,,,cl,S-ADV-ADV-IO,,VerbElided,,,,2,,wg,,,,,,,,,,1,sentence,,,,,,,,,1,,,book,,,,,,,,,,,,,,,,,,,,,,v,,third,aorist,active,indicative,A0:n56001002009 A1:n56001003006,n56001002009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIT 1:3!3, ,noun,common,καιρός,καιροῖς,2540,plural,masculine,dative,[in] seasons,067001,67.1,N-DPM,καιροῖς,n56001003003,114461,w,καιροῖς,Titus,17,Titus,1,3,11,wg,,,np,NpAdjp,adv,,,,,30,wg,,,cl,V-ADV-O-ADV,,,,,,29,wg,group,,,,,,,,,28,wg,,,,CLaCL,,,,apposition,,22,wg,apposition,,np,NP-CL,,,,,,20,wg,,,np,NPofNP,,,,,,19,wg,,,pp,PrepNp,adv,,,,,18,,wg,,,cl,S-ADV-ADV-IO,,VerbElided,,,,2,wg,,,,,,,,,,1,,sentence,,,,,,,,,1,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIT 1:3!4, ,adj,,ἴδιος,ἰδίοις,2398,plural,masculine,dative,[His] own,057001,57.4,A-DPM,ἰδίοις,n56001003004,114462,w,ἰδίοις,Titus,17,Titus,1,3,11,wg,,,np,NpAdjp,adv,,,,,30,wg,,,cl,V-ADV-O-ADV,,,,,,29,wg,group,,,,,,,,,28,wg,,,,CLaCL,,,,apposition,,22,wg,apposition,,np,NP-CL,,,,,,20,wg,,,np,NPofNP,,,,,,19,wg,,,pp,PrepNp,adv,,,,,18,,wg,,,cl,S-ADV-ADV-IO,,VerbElided,,,,2,wg,,,,,,,,,,1,,sentence,,,,,,,,,1,,book,,,,,,,,,,,,n56001003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIT 1:3!5, ,det,,ὁ,τόν,3588,singular,masculine,accusative,in the,092004,92.24,T-ASM,τὸν,n56001003005,114463,w,τὸν,Titus,17,Titus,1,3,11,wg,,,np,DetNP,o,,,,,31,wg,,,cl,V-ADV-O-ADV,,,,,,29,wg,group,,,,,,,,,28,wg,,,,CLaCL,,,,apposition,,22,wg,apposition,,np,NP-CL,,,,,,20,wg,,,np,NPofNP,,,,,,19,wg,,,pp,PrepNp,adv,,,,,18,,wg,,,cl,S-ADV-ADV-IO,,VerbElided,,,,2,wg,,,,,,,,,,1,,sentence,,,,,,,,,1,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIT 1:3!6, ,noun,common,λόγος,λόγον,3056,singular,masculine,accusative,word,033006,33.98,N-ASM,λόγον,n56001003006,114464,w,λόγον,Titus,17,Titus,1,3,12,wg,,,np,NPofNP,,,,,,32,wg,,,np,DetNP,o,,,,,31,wg,,,cl,V-ADV-O-ADV,,,,,,29,wg,group,,,,,,,,,28,wg,,,,CLaCL,,,,apposition,,22,wg,apposition,,np,NP-CL,,,,,,20,wg,,,np,NPofNP,,,,,,19,,wg,,,pp,PrepNp,adv,,,,,18,wg,,,cl,S-ADV-ADV-IO,,VerbElided,,,,2,,wg,,,,,,,,,,1,sentence,,,,,,,,,1,,,,,,,,,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIT 1:3!7, ,pron,personal,αὐτός,αὐτοῦ,846,singular,masculine,genitive,of Him,092004,92.11,P-GSM,αὐτοῦ,n56001003007,114465,w,αὐτοῦ,Titus,17,Titus,1,3,12,wg,,,np,NPofNP,,,,,,32,wg,,,np,DetNP,o,,,,,31,wg,,,cl,V-ADV-O-ADV,,,,,,29,wg,group,,,,,,,,,28,wg,,,,CLaCL,,,,apposition,,22,wg,apposition,,np,NP-CL,,,,,,20,wg,,,np,NPofNP,,,,,,19,,wg,,,pp,PrepNp,adv,,,,,18,wg,,,cl,S-ADV-ADV-IO,,VerbElided,,,,2,,wg,,,,,,,,,,1,sentence,,,,,,,,,1,,,n56001002009,,,,,,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIT 1:3!8, ,prep,,ἐν,ἐν,1722,,,,in,089012 090002,89.76 90.10,PREP,ἐν,n56001003008,114466,w,ἐν,Titus,17,Titus,1,3,11,wg,,,pp,PrepNp,adv,,,,,33,wg,,,cl,V-ADV-O-ADV,,,,,,29,wg,group,,,,,,,,,28,wg,,,,CLaCL,,,,apposition,,22,wg,apposition,,np,NP-CL,,,,,,20,wg,,,np,NPofNP,,,,,,19,wg,,,pp,PrepNp,adv,,,,,18,,wg,,,cl,S-ADV-ADV-IO,,VerbElided,,,,2,wg,,,,,,,,,,1,,sentence,,,,,,,,,1,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIT 1:3!9, ,noun,common,κήρυγμα,κηρύγματι,2782,singular,neuter,dative,[the] proclamation,033019,33.258,N-DSN,κηρύγματι,n56001003009,114467,w,κηρύγματι,Titus,17,Titus,1,3,12,wg,apposition,,np,NP-CL,,,,,,34,wg,,,pp,PrepNp,adv,,,,,33,wg,,,cl,V-ADV-O-ADV,,,,,,29,wg,group,,,,,,,,,28,wg,,,,CLaCL,,,,apposition,,22,wg,apposition,,np,NP-CL,,,,,,20,wg,,,np,NPofNP,,,,,,19,,wg,,,pp,PrepNp,adv,,,,,18,wg,,,cl,S-ADV-ADV-IO,,VerbElided,,,,2,,wg,,,,,,,,,,1,sentence,,,,,,,,,1,,,,,,,,,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIT 1:3!10, ,pron,relative,ὅς,ὅ,3739,singular,neuter,accusative,with which,,,R-ASN,ὃ,n56001003010,114468,w,ὃ,Titus,17,Titus,1,3,13,wg,,,cl,O-V-S-ADV,,,,apposition,,35,wg,apposition,,np,NP-CL,,,,,,34,wg,,,pp,PrepNp,adv,,,,,33,wg,,,cl,V-ADV-O-ADV,,,,,,29,wg,group,,,,,,,,,28,wg,,,,CLaCL,,,,apposition,,22,wg,apposition,,np,NP-CL,,,,,,20,,wg,,,np,NPofNP,,,,,,19,wg,,,pp,PrepNp,adv,,,,,18,,wg,,,cl,S-ADV-ADV-IO,,VerbElided,,,,2,wg,,,,,,,,,,1,o,n56001003009,,,,,,,sentence,,,,,,,,,1,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIT 1:3!11, ,verb,,πιστεύω,ἐπιστεύθην,4100,singular,,,have been entrusted,035005,35.50,V-API-1S,ἐπιστεύθην,n56001003011,114469,w,ἐπιστεύθην,Titus,17,Titus,1,3,13,wg,,,cl,O-V-S-ADV,,,,apposition,,35,wg,apposition,,np,NP-CL,,,,,,34,wg,,,pp,PrepNp,adv,,,,,33,wg,,,cl,V-ADV-O-ADV,,,,,,29,wg,group,,,,,,,,,28,wg,,,,CLaCL,,,,apposition,,22,wg,apposition,,np,NP-CL,,,,,,20,,wg,,,np,NPofNP,,,,,,19,wg,,,pp,PrepNp,adv,,,,,18,,wg,,,cl,S-ADV-ADV-IO,,VerbElided,,,,2,wg,,,,,,,,,,1,v,,first,aorist,passive,indicative,A1:n56001003010 A1:n56001003012,,sentence,,,,,,,,,1,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIT 1:3!12, ,pron,personal,ἐγώ,ἐγώ,1473,singular,,nominative,I,092001,92.1,P-1NS,ἐγὼ,n56001003012,114470,w,ἐγὼ,Titus,17,Titus,1,3,13,wg,,,cl,O-V-S-ADV,,,,apposition,,35,wg,apposition,,np,NP-CL,,,,,,34,wg,,,pp,PrepNp,adv,,,,,33,wg,,,cl,V-ADV-O-ADV,,,,,,29,wg,group,,,,,,,,,28,wg,,,,CLaCL,,,,apposition,,22,wg,apposition,,np,NP-CL,,,,,,20,,wg,,,np,NPofNP,,,,,,19,wg,,,pp,PrepNp,adv,,,,,18,,wg,,,cl,S-ADV-ADV-IO,,VerbElided,,,,2,wg,,,,,,,,,,1,s,n56001001001,,,,,,,sentence,,,,,,,,,1,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIT 1:3!13, ,prep,,κατά,κατ’,2596,,,,according to,089005,89.8,PREP,κατ’,n56001003013,114471,w,κατ’,Titus,17,Titus,1,3,14,wg,,,pp,PrepNp,adv,,,,,36,wg,,,cl,O-V-S-ADV,,,,apposition,,35,wg,apposition,,np,NP-CL,,,,,,34,wg,,,pp,PrepNp,adv,,,,,33,wg,,,cl,V-ADV-O-ADV,,,,,,29,wg,group,,,,,,,,,28,wg,,,,CLaCL,,,,apposition,,22,,wg,apposition,,np,NP-CL,,,,,,20,wg,,,np,NPofNP,,,,,,19,,wg,,,pp,PrepNp,adv,,,,,18,wg,,,cl,S-ADV-ADV-IO,,VerbElided,,,,2,,,,,,,,,wg,,,,,,,,,,1,sentence,,,,,,,,,1,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIT 1:3!14, ,noun,common,ἐπιταγή,ἐπιταγήν,2003,singular,feminine,accusative,[the] commandment,033032,33.326,N-ASF,ἐπιταγὴν,n56001003014,114472,w,ἐπιταγὴν,Titus,17,Titus,1,3,15,wg,,,np,NPofNP,,,,,,37,wg,,,pp,PrepNp,adv,,,,,36,wg,,,cl,O-V-S-ADV,,,,apposition,,35,wg,apposition,,np,NP-CL,,,,,,34,wg,,,pp,PrepNp,adv,,,,,33,wg,,,cl,V-ADV-O-ADV,,,,,,29,wg,group,,,,,,,,,28,,wg,,,,CLaCL,,,,apposition,,22,wg,apposition,,np,NP-CL,,,,,,20,,wg,,,np,NPofNP,,,,,,19,wg,,,pp,PrepNp,adv,,,,,18,,,,,,,,,wg,,,cl,S-ADV-ADV-IO,,VerbElided,,,,2,wg,,,,,,,,,,1,sentence,,,,,,,,,1,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIT 1:3!15, ,det,,ὁ,τοῦ,3588,singular,masculine,genitive,of the,092004,92.24,T-GSM,τοῦ,n56001003015,114473,w,τοῦ,Titus,17,Titus,1,3,16,wg,,,np,DetNP,,,,,,38,wg,,,np,NPofNP,,,,,,37,wg,,,pp,PrepNp,adv,,,,,36,wg,,,cl,O-V-S-ADV,,,,apposition,,35,wg,apposition,,np,NP-CL,,,,,,34,wg,,,pp,PrepNp,adv,,,,,33,wg,,,cl,V-ADV-O-ADV,,,,,,29,,wg,group,,,,,,,,,28,wg,,,,CLaCL,,,,apposition,,22,,wg,apposition,,np,NP-CL,,,,,,20,wg,,,np,NPofNP,,,,,,19,,,,,,,,,wg,,,pp,PrepNp,adv,,,,,18,wg,,,cl,S-ADV-ADV-IO,,VerbElided,,,,2,wg,,,,,,,,,,1,sentence,,,,,,,,,1,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
