ref,after,class,type,lemma,normalized,strong,number,gender,case,gloss,domain,ln,morph,unicode,id,wordOrder,LeafName,word,bookLong,bookNum,bookShort,chapter,verse,parents,Parent1Name,Parent1Type,Parent1Appos,Parent1Class,Parent1Rule,Parent1Role,Parent1Cltype,Parent1Unit,Parent1Junction,Parent1SN,Parent1WGN,Parent2Name,Parent2Type,Parent2Appos,Parent2Class,Parent2Rule,Parent2Role,Parent2Cltype,Parent2Unit,Parent2Junction,Parent2SN,Parent2WGN,Parent3Name,Parent3Type,Parent3Appos,Parent3Class,Parent3Rule,Parent3Role,Parent3Cltype,Parent3Unit,Parent3Junction,Parent3SN,Parent3WGN,Parent4Name,Parent4Type,Parent4Appos,Parent4Class,Parent4Rule,Parent4Role,Parent4Cltype,Parent4Unit,Parent4Junction,Parent4SN,Parent4WGN,Parent5Name,Parent5Type,Parent5Appos,Parent5Class,Parent5Rule,Parent5Role,Parent5Cltype,Parent5Unit,Parent5Junction,Parent5SN,Parent5WGN,Parent6Name,Parent6Type,Parent6Appos,Parent6Class,Parent6Rule,Parent6Role,Parent6Cltype,Parent6Unit,Parent6Junction,Parent6SN,Parent6WGN,Parent7Name,Parent7Type,Parent7Appos,Parent7Class,Parent7Rule,Parent7Role,Parent7Cltype,Parent7Unit,Parent7Junction,Parent7SN,Parent7WGN,discontinuous,Parent8Name,Parent8Type,Parent8Appos,Parent8Class,Parent8Rule,Parent8Role,Parent8Cltype,Parent8Unit,Parent8Junction,Parent8SN,Parent8WGN,Parent9Name,Parent9Type,Parent9Appos,Parent9Class,Parent9Rule,Parent9Role,Parent9Cltype,Parent9Unit,Parent9Junction,Parent9SN,Parent9WGN,junction,Parent10Name,Parent10Type,Parent10Appos,Parent10Class,Parent10Rule,Parent10Role,Parent10Cltype,Parent10Unit,Parent10Junction,Parent10SN,Parent10WGN,Parent11Name,Parent11Type,Parent11Appos,Parent11Class,Parent11Rule,Parent11Role,Parent11Cltype,Parent11Unit,Parent11Junction,Parent11SN,Parent11WGN,role,referent,person,tense,voice,mood,frame,subjref,Parent12Name,Parent12Type,Parent12Appos,Parent12Class,Parent12Rule,Parent12Role,Parent12Cltype,Parent12Unit,Parent12Junction,Parent12SN,Parent12WGN,Parent13Name,Parent13Type,Parent13Appos,Parent13Class,Parent13Rule,Parent13Role,Parent13Cltype,Parent13Unit,Parent13Junction,Parent13SN,Parent13WGN,Parent14Name,Parent14Type,Parent14Appos,Parent14Class,Parent14Rule,Parent14Role,Parent14Cltype,Parent14Unit,Parent14Junction,Parent14SN,Parent14WGN,Parent15Name,Parent15Type,Parent15Appos,Parent15Class,Parent15Rule,Parent15Role,Parent15Cltype,Parent15Unit,Parent15Junction,Parent15SN,Parent15WGN,Parent16Name,Parent16Type,Parent16Appos,Parent16Class,Parent16Rule,Parent16Role,Parent16Cltype,Parent16Unit,Parent16Junction,Parent16SN,Parent16WGN,Parent17Name,Parent17Type,Parent17Appos,Parent17Class,Parent17Rule,Parent17Role,Parent17Cltype,Parent17Unit,Parent17Junction,Parent17SN,Parent17WGN,Parent18Name,Parent18Type,Parent18Appos,Parent18Class,Parent18Rule,Parent18Role,Parent18Cltype,Parent18Unit,Parent18Junction,Parent18SN,Parent18WGN,degree,Parent19Name,Parent19Type,Parent19Appos,Parent19Class,Parent19Rule,Parent19Role,Parent19Cltype,Parent19Unit,Parent19Junction,Parent19SN,Parent19WGN,Parent20Name,Parent20Type,Parent20Appos,Parent20Class,Parent20Rule,Parent20Role,Parent20Cltype,Parent20Unit,Parent20Junction,Parent20SN,Parent20WGN,Parent21Name,Parent21Type,Parent21Appos,Parent21Class,Parent21Rule,Parent21Role,Parent21Cltype,Parent21Unit,Parent21Junction,Parent21SN,Parent21WGN,Parent22Name,Parent22Type,Parent22Appos,Parent22Class,Parent22Rule,Parent22Role,Parent22Cltype,Parent22Unit,Parent22Junction,Parent22SN,Parent22WGN,Parent23Name,Parent23Type,Parent23Appos,Parent23Class,Parent23Rule,Parent23Role,Parent23Cltype,Parent23Unit,Parent23Junction,Parent23SN,Parent23WGN,Parent24Name,Parent24Type,Parent24Appos,Parent24Class,Parent24Rule,Parent24Role,Parent24Cltype,Parent24Unit,Parent24Junction,Parent24SN,Parent24WGN
TIT 2:5!9, ,conj,,ἵνα,ἵνα,2443,,,,so that,089009,89.59,CONJ,ἵνα,n56002005009,114727,w,ἵνα,Titus,17,Titus,2,5,5,wg,,,,sub-CL,adv,,,,,239,wg,,,cl,,,,,,,225,wg,,,,,,,,,,224,sentence,,,,,,,,,14,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIT 2:5!10, ,adv,,μή,μή,3361,,,,not,,,PRT-N,μὴ,n56002005010,114728,w,μὴ,Titus,17,Titus,2,5,6,wg,,,cl,ADV-S-V,,,,,,240,wg,,,,sub-CL,adv,,,,,239,wg,,,cl,,,,,,,225,wg,,,,,,,,,,224,sentence,,,,,,,,,14,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,adv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIT 2:5!11, ,det,,ὁ,ὁ,3588,singular,masculine,nominative,the,092004,92.24,T-NSM,ὁ,n56002005011,114729,w,ὁ,Titus,17,Titus,2,5,7,wg,,,np,DetNP,s,,,,,241,wg,,,cl,ADV-S-V,,,,,,240,wg,,,,sub-CL,adv,,,,,239,wg,,,cl,,,,,,,225,wg,,,,,,,,,,224,sentence,,,,,,,,,14,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIT 2:5!12, ,noun,common,λόγος,λόγος,3056,singular,masculine,nominative,word,033006,33.98,N-NSM,λόγος,n56002005012,114730,w,λόγος,Titus,17,Titus,2,5,8,wg,,,np,NPofNP,,,,,,242,wg,,,np,DetNP,s,,,,,241,wg,,,cl,ADV-S-V,,,,,,240,wg,,,,sub-CL,adv,,,,,239,wg,,,cl,,,,,,,225,wg,,,,,,,,,,224,sentence,,,,,,,,,14,,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIT 2:5!13, ,det,,ὁ,τοῦ,3588,singular,masculine,genitive,-,092004,92.24,T-GSM,τοῦ,n56002005013,114731,w,τοῦ,Titus,17,Titus,2,5,9,wg,,,np,DetNP,,,,,,243,wg,,,np,NPofNP,,,,,,242,wg,,,np,DetNP,s,,,,,241,wg,,,cl,ADV-S-V,,,,,,240,wg,,,,sub-CL,adv,,,,,239,wg,,,cl,,,,,,,225,wg,,,,,,,,,,224,,sentence,,,,,,,,,14,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIT 2:5!14, ,noun,common,θεός,Θεοῦ,2316,singular,masculine,genitive,of God,012001,12.1,N-GSM,Θεοῦ,n56002005014,114732,w,Θεοῦ,Titus,17,Titus,2,5,9,wg,,,np,DetNP,,,,,,243,wg,,,np,NPofNP,,,,,,242,wg,,,np,DetNP,s,,,,,241,wg,,,cl,ADV-S-V,,,,,,240,wg,,,,sub-CL,adv,,,,,239,wg,,,cl,,,,,,,225,wg,,,,,,,,,,224,,sentence,,,,,,,,,14,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIT 2:5!15,.,verb,,βλασφημέω,βλασφημῆται,987,singular,,,should be maligned,033042,33.400,V-PPS-3S,βλασφημῆται.,n56002005015,114733,w,βλασφημῆται,Titus,17,Titus,2,5,6,wg,,,cl,ADV-S-V,,,,,,240,wg,,,,sub-CL,adv,,,,,239,wg,,,cl,,,,,,,225,wg,,,,,,,,,,224,sentence,,,,,,,,,14,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,,third,present,passive,subjunctive,A1:n56002005012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIT 2:6!1, ,det,,ὁ,Τούς,3588,plural,masculine,accusative,The,092004,92.24,T-APM,Τοὺς,n56002006001,114734,w,Τοὺς,Titus,17,Titus,2,6,5,wg,,,np,DetAdj,o,,,,,246,wg,,,cl,O-ADV-V-O2,,,,,,245,wg,,,,,,,,,,244,sentence,,,,,,,,,15,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIT 2:6!2, ,adj,,νέος,νεωτέρους,3501,plural,masculine,accusative,younger [men],067005,67.116,A-APM-C,νεωτέρους,n56002006002,114735,w,νεωτέρους,Titus,17,Titus,2,6,5,wg,,,np,DetAdj,o,,,,,246,wg,,,cl,O-ADV-V-O2,,,,,,245,wg,,,,,,,,,,244,sentence,,,,,,,,,15,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,comparative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIT 2:6!3, ,adv,,ὡσαύτως,ὡσαύτως,5615,,,,likewise,064,64.16,ADV,ὡσαύτως,n56002006003,114736,w,ὡσαύτως,Titus,17,Titus,2,6,4,wg,,,cl,O-ADV-V-O2,,,,,,245,wg,,,,,,,,,,244,sentence,,,,,,,,,15,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,adv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIT 2:6!4, ,verb,,παρακαλέω,παρακάλει,3870,singular,,,exhort,025013,25.150,V-PAM-2S,παρακάλει,n56002006004,114737,w,παρακάλει,Titus,17,Titus,2,6,4,wg,,,cl,O-ADV-V-O2,,,,,,245,wg,,,,,,,,,,244,sentence,,,,,,,,,15,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,,second,present,active,imperative,A0:n56001004001 A2:n56002006002 A1:n56002006005,n56001004001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIT 2:6!5, ,verb,,σωφρονέω,σωφρονεῖν,4993,,,,to be self-controlled,032004,32.34,V-PAN,σωφρονεῖν,n56002006005,114738,w,σωφρονεῖν,Titus,17,Titus,2,6,5,wg,,,cl,V2CL,o2,,,,,247,wg,,,cl,O-ADV-V-O2,,,,,,245,wg,,,,,,,,,,244,sentence,,,,,,,,,15,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,,,present,active,infinitive,A0:n56002006002,n56002006002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIT 2:7!1, ,prep,,περί,περί,4012,,,,In,089004,89.6,PREP,περὶ,n56002007001,114739,w,περὶ,Titus,17,Titus,2,7,6,wg,,,pp,PrepNp,adv,,,,,251,wg,,,cl,ADV-O-V-O2,,,,,,250,wg,,,cl,,,,,,,249,wg,,,,,,,,,,248,sentence,,,,,,,,,16,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIT 2:7!2,",",adj,,πᾶς,πάντα,3956,plural,neuter,accusative,all things,059003,59.23,A-APN,"πάντα,",n56002007002,114740,w,πάντα,Titus,17,Titus,2,7,6,wg,,,pp,PrepNp,adv,,,,,251,wg,,,cl,ADV-O-V-O2,,,,,,250,wg,,,cl,,,,,,,249,wg,,,,,,,,,,248,sentence,,,,,,,,,16,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIT 2:7!3, ,pron,personal,σεαυτοῦ,σεαυτόν,4572,singular,masculine,accusative,yourself,092003,92.10,F-2ASM,σεαυτὸν,n56002007003,114741,w,σεαυτὸν,Titus,17,Titus,2,7,5,wg,,,cl,ADV-O-V-O2,,,,,,250,wg,,,cl,,,,,,,249,wg,,,,,,,,,,248,sentence,,,,,,,,,16,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,o,n56001004001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIT 2:7!4, ,verb,,παρέχω,παρεχόμενος,3930,singular,masculine,nominative,be holding forth,013001,13.26,V-PMP-NSM,παρεχόμενος,n56002007004,114742,w,παρεχόμενος,Titus,17,Titus,2,7,5,wg,,,cl,ADV-O-V-O2,,,,,,250,wg,,,cl,,,,,,,249,wg,,,,,,,,,,248,sentence,,,,,,,,,16,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,,,present,middle,participle,A0:n56001004001 A1:n56002007003,n56001004001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIT 2:7!5, ,noun,common,τύπος,τύπον,5179,singular,masculine,accusative,[as] a pattern,058009,58.59,N-ASM,τύπον,n56002007005,114743,w,τύπον,Titus,17,Titus,2,7,6,wg,,,np,NPofNP,o2,,,,,252,wg,,,cl,ADV-O-V-O2,,,,,,250,wg,,,cl,,,,,,,249,wg,,,,,,,,,,248,sentence,,,,,,,,,16,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIT 2:7!6, ,adj,,καλός,καλῶν,2570,plural,neuter,genitive,of good,088001,88.4,A-GPN,καλῶν,n56002007006,114744,w,καλῶν,Titus,17,Titus,2,7,7,wg,,,np,AdjpNp,,,,,,253,wg,,,np,NPofNP,o2,,,,,252,wg,,,cl,ADV-O-V-O2,,,,,,250,wg,,,cl,,,,,,,249,wg,,,,,,,,,,248,sentence,,,,,,,,,16,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIT 2:7!7,",",noun,common,ἔργον,ἔργων,2041,plural,neuter,genitive,works,042002,42.11,N-GPN,"ἔργων,",n56002007007,114745,w,ἔργων,Titus,17,Titus,2,7,7,wg,,,np,AdjpNp,,,,,,253,wg,,,np,NPofNP,o2,,,,,252,wg,,,cl,ADV-O-V-O2,,,,,,250,wg,,,cl,,,,,,,249,wg,,,,,,,,,,248,sentence,,,,,,,,,16,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIT 2:7!8, ,prep,,ἐν,ἐν,1722,,,,in,089004,89.5,PREP,ἐν,n56002007008,114746,w,ἐν,Titus,17,Titus,2,7,6,wg,,,pp,PrepNp,adv,,,,,255,wg,,,cl,ADV-O,,VerbElided,,,,254,wg,,,cl,,,,,,,249,wg,,,,,,,,,,248,sentence,,,,,,,,,16,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIT 2:7!9, ,det,,ὁ,τῇ,3588,singular,feminine,dative,the,092004,92.24,T-DSF,τῇ,n56002007009,114747,w,τῇ,Titus,17,Titus,2,7,7,wg,,,np,DetNP,,,,,,256,wg,,,pp,PrepNp,adv,,,,,255,wg,,,cl,ADV-O,,VerbElided,,,,254,wg,,,cl,,,,,,,249,wg,,,,,,,,,,248,sentence,,,,,,,,,16,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIT 2:7!10, ,noun,common,διδασκαλία,διδασκαλίᾳ,1319,singular,feminine,dative,teaching,033017,33.224 33.236,N-DSF,διδασκαλίᾳ,n56002007010,114748,w,διδασκαλίᾳ,Titus,17,Titus,2,7,7,wg,,,np,DetNP,,,,,,256,wg,,,pp,PrepNp,adv,,,,,255,wg,,,cl,ADV-O,,VerbElided,,,,254,wg,,,cl,,,,,,,249,wg,,,,,,,,,,248,sentence,,,,,,,,,16,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIT 2:7!11,",",noun,common,ἀφθορία,ἀφθορίαν,90,singular,feminine,accusative,integrity,088005,88.43,N-ASF,"ἀφθορίαν,",n56002007011,114749,w,ἀφθορίαν,Titus,17,Titus,2,7,6,wg,group,,,NpNpNp,o,,,,,257,wg,,,cl,ADV-O,,VerbElided,,,,254,wg,,,cl,,,,,,,249,wg,,,,,,,,,,248,sentence,,,,,,,,,16,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIT 2:7!12,",",noun,common,σεμνότης,σεμνότητα,4587,singular,feminine,accusative,dignity,088006,88.46,N-ASF,"σεμνότητα,",n56002007012,114750,w,σεμνότητα,Titus,17,Titus,2,7,6,wg,group,,,NpNpNp,o,,,,,257,wg,,,cl,ADV-O,,VerbElided,,,,254,wg,,,cl,,,,,,,249,wg,,,,,,,,,,248,sentence,,,,,,,,,16,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIT 2:8!1, ,noun,common,λόγος,λόγον,3056,singular,masculine,accusative,speech,033006,33.98 33.99,N-ASM,λόγον,n56002008001,114751,w,λόγον,Titus,17,Titus,2,8,8,wg,,,np,NpAdjp,,,,,,259,wg,,,np,NpAdjp,,,,,,258,wg,group,,,NpNpNp,o,,,,,257,wg,,,cl,ADV-O,,VerbElided,,,,254,wg,,,cl,,,,,,,249,wg,,,,,,,,,,248,sentence,,,,,,,,,16,,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIT 2:8!2, ,adj,,ὑγιής,ὑγιῆ,5199,singular,masculine,accusative,sound,072002,72.14,A-ASM,ὑγιῆ,n56002008002,114752,w,ὑγιῆ,Titus,17,Titus,2,8,8,wg,,,np,NpAdjp,,,,,,259,wg,,,np,NpAdjp,,,,,,258,wg,group,,,NpNpNp,o,,,,,257,wg,,,cl,ADV-O,,VerbElided,,,,254,wg,,,cl,,,,,,,249,wg,,,,,,,,,,248,sentence,,,,,,,,,16,,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIT 2:8!3,",",adj,,ἀκατάγνωστος,ἀκατάγνωστον,176,singular,masculine,accusative,beyond reproach,033045,33.415,A-ASM,"ἀκατάγνωστον,",n56002008003,114753,w,ἀκατάγνωστον,Titus,17,Titus,2,8,7,wg,,,np,NpAdjp,,,,,,258,wg,group,,,NpNpNp,o,,,,,257,wg,,,cl,ADV-O,,VerbElided,,,,254,wg,,,cl,,,,,,,249,wg,,,,,,,,,,248,sentence,,,,,,,,,16,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIT 2:8!4, ,conj,,ἵνα,ἵνα,2443,,,,so that,089009,89.59,CONJ,ἵνα,n56002008004,114754,w,ἵνα,Titus,17,Titus,2,8,5,wg,,,,sub-CL,adv,,,,,260,wg,,,cl,,,,,,,249,wg,,,,,,,,,,248,sentence,,,,,,,,,16,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
